id,premise,hypothesis,lang_abv,language,label
c626564650,i mustn t keep you,it would be too risky to keep you,en,English,1
459dd734dc,be forewarned that the download takes quite a while via modem,this will take a long time to download onto your computer if you have a modem,en,English,0
b586a0113f,look there s a legend here,the legend returns from his adventures here,en,English,1
55a77c3af0,we always knew it was an outside chance,as we were well aware the odds were not favorable,en,English,0
62e076bafc,he was he s of course uh i guess he s trained in this uh martial arts of some sort but the plot was bland the acting was bland it was just mostly centered upon his abilities to,he trained in martial arts but the plot was boring,en,English,0
be3b12257d,it is nice to be reminded that people remember,no one cared or remembered,en,English,2
c016b0910e,the census of 1931 served as an alarm signal for the malay national consciousness,there was a census in june of 1931,en,English,1
7608758277,i ripped the ligaments in my right ankle,ever since i injured my right ankle i can t put weight on it,en,English,1
1dfe810ae2,through the web site a total of 1 634 associates donated nearly 200 000 to legal aid in 2002,1 634 associates gave money to legal aid through their gofundme site,en,English,1
4ba5c24b3a,basically to sell myself,selling myself is a very important thing,en,English,1
c0bcb9703c,because of the casualties lind says the united states would eventually have had to leave vietnam anyway,lind thought the us would stay in vietnam forever,en,English,2
43877edb8a,gao s prior work on best practices covers achieving the first knowledge point,gao doesn t know the best practices for the first knowledge point,en,English,2
8d0c8d4491,well i hear my kids are needing me again so i ll go see what they need and we ll maybe talk to you again,i need to check and see what my kids need,en,English,0
9619c85887,and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week,i only water about two hours a week i use one of those black soaker hoses,en,English,0
b62b2ce7b8,over most of the 1980s and 1990s the u s was able to invest more than it saved by attracting financing from abroad,the us could invest 20 more than it saved in the 1980 s and 90 s,en,English,1
4e0ce74530,as previously noted we published new independence standards dealing with non audit consulting services when the aicpa failed to act,the aicpa failed to act and we were forced to intervene,en,English,1
5b9df06031,that s why we tried to kill you,that is the reason why we attempted to kill you,en,English,0
7ef4cc3faa,why isn t a lookalike good enough for them,the look alike is plenty good,en,English,1
3444038986,um hum they keep you entertained they sure do we have a uh my wife s uh mother is uh oh about seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she s more happy to see the dog than she is us,my wife s mother owns three dogs and loves ours too,en,English,1
48cc10c133,the government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value,the government does not provide compensation for forfeited property,en,English,0
